"occ","y4_hhid","loancode","hh_p02_2","hh_p03","hh_p04","hh_p05","hh_p06","hh_p07","hh_p08_1","hh_p08_2","hh_p09","hh_p10_1","hh_p10_2","hh_p10_3"
1,"7521-001",,,,,,,,,,,,,
1,"7522-001",,,,,,,,,,,,,
1,"7523-001",,,,,,,,,,,,,
1,"7524-001",,,,,,,,,,,,,
1,"7536-001",,,,,,,,,,,,,
1,"7539-001",,,,,,,,,,,,,
1,"7540-001",,,,,,,,,,,,,
1,"7541-001",,,,,,,,,,,,,
1,"7542-001",,,,,,,,,,,,,
1,"7543-001",,,,,,,,,,,,,
1,"7545-001",,,,,,,,,,,,,
1,"7547-001",,,,,,,,,,,,,
1,"7555-001",,,,,,,,,,,,,
1,"7557-001",,,,,,,,,,,,,
1,"7558-001",,,,,,,,,,,,,
1,"7559-001",,,,,,,,,,,,,
1,"7560-001",,,,,,,,,,,,,
1,"7561-001",,,,,,,,,,,,,
1,"7562-001",,,,,,,,,,,,,
1,"7568-001",,,,,,,,,,,,,
1,"7574-001",,,,,,,,,,,,,
1,"7575-001",,,,,,,,,,,,,
1,"7576-001",,,,,,,,,,,,,
1,"7577-001",,,,,,,,,,,,,
1,"7578-001",,,,,,,,,,,,,
1,"7579-001",,,,,,,,,,,,,
1,"7580-001",,,,,,,,,,,,,
1,"7581-001",,,,,,,,,,,,,
1,"7593-001",,,,,,,,,,,,,
1,"7594-001",,,,,,,,,,,,,
1,"7595-001",,,,,,,,,,,,,
1,"7596-001",,,,,,,,,,,,,
1,"7597-001",,,,,,,,,,,,,
1,"7598-001",,,,,,,,,,,,,
1,"7599-001",,,,,,,,,,,,,
1,"7600-001",,,,,,,,,,,,,
1,"7612-001",,,,,,,,,,,,,
1,"7613-001",,,,,,,,,,,,,
1,"7614-001",,,,,,,,,,,,,
1,"7615-001",,,,,,,,,,,,,
1,"7616-001",,,,,,,,,,,,,
1,"7618-001",,,,,,,,,,,,,
1,"7621-001",,,,,,,,,,,,,
1,"7623-001",,,,,,,,,,,,,
1,"7631-001",,,,,,,,,,,,,
1,"7632-001",1,"**CONFIDENTIAL**",1,1,1,800000,2,12,2015,1200000,7,,
1,"7633-001",1,"**CONFIDENTIAL**",1,1,1,10000000,2,4,2019,15000000,3,,
1,"7634-001",,,,,,,,,,,,,
1,"7635-001",,,,,,,,,,,,,
1,"7636-001",,,,,,,,,,,,,
1,"7637-001",,,,,,,,,,,,,
1,"7638-001",1,"**CONFIDENTIAL**",1,1,1,3000000,2,6,2016,4500000,7,,
1,"7650-001",1,"**CONFIDENTIAL**",2,2,1,300000,1,,,360000,7,,
2,"7650-001",2,"**CONFIDENTIAL**",7,1,1,100000,1,,,130000,1,,
1,"7651-001",,,,,,,,,,,,,
1,"7652-001",,,,,,,,,,,,,
1,"7653-001",1,"**CONFIDENTIAL**",12,1,1,100000,1,,,120000,3,,
1,"7654-001",,,,,,,,,,,,,
1,"7655-001",,,,,,,,,,,,,
1,"7656-001",1,"**CONFIDENTIAL**",6,1,1,80000,2,8,2015,80000,1,,
1,"7657-001",,,,,,,,,,,,,
1,"7669-001",1,"**CONFIDENTIAL**",2,2,1,100000,2,12,2015,150000,7,,
1,"7670-001",,,,,,,,,,,,,
1,"7671-001",,,,,,,,,,,,,
1,"7672-001",,,,,,,,,,,,,
1,"7673-001",,,,,,,,,,,,,
1,"7674-001",1,"**CONFIDENTIAL**",5,1,1,600000,1,,,660000,3,,
1,"7675-001",,,,,,,,,,,,,
1,"7676-001",1,"**CONFIDENTIAL**",2,1,1,200000,2,9,2015,220000,1,,
1,"7688-001",,,,,,,,,,,,,
1,"7689-001",,,,,,,,,,,,,
1,"7690-001",,,,,,,,,,,,,
1,"7691-001",,,,,,,,,,,,,
1,"7692-001",,,,,,,,,,,,,
1,"7693-001",,,,,,,,,,,,,
1,"7694-001",1,"**CONFIDENTIAL**",6,1,1,10000,2,9,2015,10000,1,,
1,"7695-001",,,,,,,,,,,,,
1,"7707-001",,,,,,,,,,,,,
1,"7708-001",,,,,,,,,,,,,
1,"7709-001",,,,,,,,,,,,,
1,"7710-001",,,,,,,,,,,,,
1,"7711-001",,,,,,,,,,,,,
1,"7712-001",,,,,,,,,,,,,
1,"7713-001",,,,,,,,,,,,,
1,"7714-001",,,,,,,,,,,,,
1,"7726-001",,,,,,,,,,,,,
1,"7727-001",,,,,,,,,,,,,
1,"7728-001",,,,,,,,,,,,,
1,"7729-001",,,,,,,,,,,,,
1,"7730-001",,,,,,,,,,,,,
1,"7731-001",,,,,,,,,,,,,
1,"7732-001",,,,,,,,,,,,,
1,"7733-001",,,,,,,,,,,,,
1,"7745-001",,,,,,,,,,,,,
1,"7746-001",,,,,,,,,,,,,
1,"7747-001",,,,,,,,,,,,,
1,"7748-001",,,,,,,,,,,,,
1,"7749-001",,,,,,,,,,,,,
1,"7750-001",,,,,,,,,,,,,
1,"7751-001",,,,,,,,,,,,,
1,"7752-001",,,,,,,,,,,,,
1,"7764-001",,,,,,,,,,,,,
1,"7765-001",1,"**CONFIDENTIAL**",7,1,2,15000,1,,,15000,1,,
1,"7766-001",,,,,,,,,,,,,
1,"7767-001",,,,,,,,,,,,,
1,"7768-001",,,,,,,,,,,,,
1,"7770-001",,,,,,,,,,,,,
1,"7771-001",,,,,,,,,,,,,
1,"7772-001",,,,,,,,,,,,,
1,"7783-001",1,"**CONFIDENTIAL**",7,1,2,5000,1,,,5000,1,,
2,"7783-001",2,"**CONFIDENTIAL**",6,1,1,20000,1,,,20000,1,,
1,"7784-001",1,"**CONFIDENTIAL**",12,1,1,500000,2,6,2015,575000,6,,
1,"7785-001",,,,,,,,,,,,,
1,"7786-001",,,,,,,,,,,,,
1,"7787-001",,,,,,,,,,,,,
1,"7788-001",,,,,,,,,,,,,
1,"7789-001",1,"**CONFIDENTIAL**",7,2,2,52000,1,,,52000,1,,
1,"7790-001",,,,,,,,,,,,,
1,"7802-001",,,,,,,,,,,,,
1,"7804-001",,,,,,,,,,,,,
1,"7805-001",,,,,,,,,,,,,
1,"7806-001",,,,,,,,,,,,,
1,"7807-001",,,,,,,,,,,,,
1,"7808-001",,,,,,,,,,,,,
1,"7809-001",1,"**CONFIDENTIAL**",12,1,1,150000,2,10,2015,195000,6,,
1,"7811-001",,,,,,,,,,,,,
1,"7821-001",,,,,,,,,,,,,
1,"7822-001",,,,,,,,,,,,,
1,"7823-001",,,,,,,,,,,,,
1,"7824-001",,,,,,,,,,,,,
1,"7825-001",,,,,,,,,,,,,
1,"7826-001",,,,,,,,,,,,,
1,"7827-001",,,,,,,,,,,,,
1,"7828-001",,,,,,,,,,,,,
1,"7840-001",,,,,,,,,,,,,
1,"7841-001",,,,,,,,,,,,,
1,"7842-001",,,,,,,,,,,,,
1,"7843-001",,,,,,,,,,,,,
1,"7844-001",,,,,,,,,,,,,
1,"7845-001",,,,,,,,,,,,,
1,"7846-001",,,,,,,,,,,,,
1,"7847-001",,,,,,,,,,,,,
1,"7859-001",,,,,,,,,,,,,
1,"7860-001",,,,,,,,,,,,,
1,"7861-001",,,,,,,,,,,,,
1,"7862-001",,,,,,,,,,,,,
1,"7863-001",,,,,,,,,,,,,
1,"7864-001",1,"**CONFIDENTIAL**",13,1,1,10000,2,8,2015,10000,2,,
1,"7865-001",,,,,,,,,,,,,
1,"7866-001",,,,,,,,,,,,,
1,"7878-001",1,"**CONFIDENTIAL**",2,1,1,600000,2,6,2015,900300,7,,
1,"7879-001",,,,,,,,,,,,,
1,"7880-001",,,,,,,,,,,,,
1,"7881-001",1,"**CONFIDENTIAL**",8,1,1,260000,2,8,2015,273000,1,2,
1,"7882-001",,,,,,,,,,,,,
1,"7884-001",,,,,,,,,,,,,
1,"7885-001",,,,,,,,,,,,,
1,"7887-001",,,,,,,,,,,,,
1,"7897-001",,,,,,,,,,,,,
1,"7898-001",,,,,,,,,,,,,
1,"7899-001",,,,,,,,,,,,,
1,"7900-001",,,,,,,,,,,,,
1,"7901-001",,,,,,,,,,,,,
1,"7902-001",,,,,,,,,,,,,
1,"7903-001",,,,,,,,,,,,,
1,"7904-001",,,,,,,,,,,,,
1,"7916-001",,,,,,,,,,,,,
1,"7917-001",,,,,,,,,,,,,
1,"7918-001",,,,,,,,,,,,,
1,"7919-001",,,,,,,,,,,,,
1,"7920-001",1,"**CONFIDENTIAL**",12,2,1,60000,1,,,70000,1,,
1,"7921-001",,,,,,,,,,,,,
1,"7922-001",,,,,,,,,,,,,
1,"7923-001",,,,,,,,,,,,,
1,"7935-001",,,,,,,,,,,,,
1,"7936-001",,,,,,,,,,,,,
1,"7937-001",,,,,,,,,,,,,
1,"7938-001",,,,,,,,,,,,,
1,"7939-001",,,,,,,,,,,,,
1,"7940-001",,,,,,,,,,,,,
1,"7941-001",,,,,,,,,,,,,
1,"7942-001",,,,,,,,,,,,,
1,"7954-001",,,,,,,,,,,,,
1,"7955-001",,,,,,,,,,,,,
1,"7956-001",,,,,,,,,,,,,
1,"7957-001",1,"**CONFIDENTIAL**",8,1,1,5000,2,7,2015,5000,1,,
1,"7958-001",,,,,,,,,,,,,
1,"7960-001",,,,,,,,,,,,,
1,"7962-001",,,,,,,,,,,,,
1,"7963-001",,,,,,,,,,,,,
1,"7973-001",,,,,,,,,,,,,
1,"7974-001",,,,,,,,,,,,,
1,"7975-001",,,,,,,,,,,,,
1,"7976-001",,,,,,,,,,,,,
1,"7977-001",,,,,,,,,,,,,
1,"7978-001",1,"**CONFIDENTIAL**",8,1,1,50000,2,7,2015,100000,1,,
1,"7979-001",,,,,,,,,,,,,
1,"7980-001",,,,,,,,,,,,,
1,"7992-001",,,,,,,,,,,,,
1,"7993-001",,,,,,,,,,,,,
1,"7995-001",,,,,,,,,,,,,
1,"7996-001",,,,,,,,,,,,,
1,"7997-001",1,"**CONFIDENTIAL**",12,1,1,30000,2,6,2015,33000,7,,
1,"7998-001",,,,,,,,,,,,,
1,"8000-001",,,,,,,,,,,,,
1,"8001-001",,,,,,,,,,,,,
1,"8011-001",1,"**CONFIDENTIAL**",6,1,1,30000,2,7,2015,30000,10,,
1,"8012-001",,,,,,,,,,,,,
1,"8013-001",,,,,,,,,,,,,
1,"8014-001",,,,,,,,,,,,,
1,"8015-001",,,,,,,,,,,,,
1,"8016-001",1,"**CONFIDENTIAL**",10,1,1,40000,2,8,2015,40000,10,,
1,"8017-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,200000,9,,
2,"8017-001",2,"**CONFIDENTIAL**",12,1,1,80000,2,8,2015,88000,1,,
1,"8018-001",,,,,,,,,,,,,
1,"8030-001",,,,,,,,,,,,,
1,"8032-001",,,,,,,,,,,,,
1,"8033-001",1,"**CONFIDENTIAL**",12,1,1,150000,2,8,2015,165000,7,1,
1,"8035-001",,,,,,,,,,,,,
1,"8036-001",,,,,,,,,,,,,
1,"8037-001",,,,,,,,,,,,,
1,"8038-001",1,"**CONFIDENTIAL**",12,2,1,70000,2,8,2015,77000,7,,
2,"8038-001",2,"**CONFIDENTIAL**",12,1,1,230000,2,8,2015,243000,7,,
1,"8039-001",,,,,,,,,,,,,
1,"8050-001",1,"**CONFIDENTIAL**",1,1,1,400000,1,,,440000,5,,
1,"8052-001",,,,,,,,,,,,,
1,"8053-001",1,"**CONFIDENTIAL**",12,2,1,100000,2,6,2015,130000,7,,
1,"8054-001",,,,,,,,,,,,,
1,"8055-001",1,"**CONFIDENTIAL**",2,1,1,1000000,2,8,2015,1300000,3,1,
1,"8056-001",,,,,,,,,,,,,
1,"8059-001",,,,,,,,,,,,,
1,"8060-001",,,,,,,,,,,,,
1,"8068-001",,,,,,,,,,,,,
1,"8069-001",,,,,,,,,,,,,
1,"8070-001",,,,,,,,,,,,,
1,"8071-001",,,,,,,,,,,,,
1,"8073-001",,,,,,,,,,,,,
1,"8074-001",,,,,,,,,,,,,
1,"8076-001",1,"**CONFIDENTIAL**",8,3,1,180000,2,7,2015,180000,7,,
1,"8079-001",,,,,,,,,,,,,
1,"8087-001",,,,,,,,,,,,,
1,"8088-001",,,,,,,,,,,,,
1,"8089-001",,,,,,,,,,,,,
1,"8090-001",,,,,,,,,,,,,
1,"8091-001",,,,,,,,,,,,,
1,"8092-001",,,,,,,,,,,,,
1,"8093-001",,,,,,,,,,,,,
1,"8094-001",,,,,,,,,,,,,
1,"8106-001",,,,,,,,,,,,,
1,"8107-001",,,,,,,,,,,,,
1,"8108-001",,,,,,,,,,,,,
1,"8109-001",,,,,,,,,,,,,
1,"8110-001",,,,,,,,,,,,,
1,"8111-001",,,,,,,,,,,,,
1,"8112-001",,,,,,,,,,,,,
1,"8113-001",1,"**CONFIDENTIAL**",7,2,2,2000,1,,,2000,1,,
1,"8125-001",,,,,,,,,,,,,
1,"8126-001",,,,,,,,,,,,,
1,"8127-001",,,,,,,,,,,,,
1,"8128-001",,,,,,,,,,,,,
1,"8129-001",,,,,,,,,,,,,
1,"8130-001",,,,,,,,,,,,,
1,"8131-001",,,,,,,,,,,,,
1,"8132-001",,,,,,,,,,,,,
1,"8144-001",,,,,,,,,,,,,
1,"8145-001",,,,,,,,,,,,,
1,"8146-001",,,,,,,,,,,,,
1,"8147-001",,,,,,,,,,,,,
1,"8148-001",1,"**CONFIDENTIAL**",1,1,1,8000000,2,7,2019,12000000,5,9,
1,"8149-001",,,,,,,,,,,,,
1,"8150-001",,,,,,,,,,,,,
1,"8151-001",,,,,,,,,,,,,
1,"8163-001",,,,,,,,,,,,,
1,"8164-001",,,,,,,,,,,,,
1,"8167-001",1,"**CONFIDENTIAL**",6,1,1,10000,1,,,10000,2,,
1,"8168-001",,,,,,,,,,,,,
1,"8169-001",,,,,,,,,,,,,
1,"8170-001",,,,,,,,,,,,,
1,"8171-001",1,"**CONFIDENTIAL**",6,1,1,20000,1,,,20000,1,,
2,"8171-001",2,"**CONFIDENTIAL**",6,1,2,20000,1,,,20000,1,,
1,"8173-001",,,,,,,,,,,,,
1,"8182-001",,,,,,,,,,,,,
1,"8183-001",,,,,,,,,,,,,
1,"8184-001",,,,,,,,,,,,,
1,"8185-001",,,,,,,,,,,,,
1,"8186-001",,,,,,,,,,,,,
1,"8187-001",,,,,,,,,,,,,
1,"8188-001",,,,,,,,,,,,,
1,"8189-001",,,,,,,,,,,,,
1,"8201-001",,,,,,,,,,,,,
1,"8202-001",,,,,,,,,,,,,
1,"8203-001",,,,,,,,,,,,,
1,"8204-001",,,,,,,,,,,,,
1,"8205-001",,,,,,,,,,,,,
1,"8206-001",,,,,,,,,,,,,
1,"8208-001",,,,,,,,,,,,,
1,"8213-001",,,,,,,,,,,,,
1,"8220-001",,,,,,,,,,,,,
1,"8221-001",,,,,,,,,,,,,
1,"8222-001",,,,,,,,,,,,,
1,"8223-001",,,,,,,,,,,,,
1,"8224-001",1,"**CONFIDENTIAL**",6,1,1,40000,2,5,2015,120000,1,,
1,"8225-001",,,,,,,,,,,,,
1,"8227-001",,,,,,,,,,,,,
1,"8228-001",,,,,,,,,,,,,
1,"8239-001",,,,,,,,,,,,,
1,"8240-001",,,,,,,,,,,,,
1,"8241-001",,,,,,,,,,,,,
1,"8242-001",,,,,,,,,,,,,
1,"8243-001",,,,,,,,,,,,,
1,"8244-001",,,,,,,,,,,,,
1,"8245-001",,,,,,,,,,,,,
1,"8246-001",,,,,,,,,,,,,
1,"8258-001",,,,,,,,,,,,,
1,"8259-001",,,,,,,,,,,,,
1,"8260-001",,,,,,,,,,,,,
1,"8261-001",,,,,,,,,,,,,
1,"8262-001",1,"**CONFIDENTIAL**",7,1,2,3000,2,4,2015,3000,1,,
1,"8263-001",,,,,,,,,,,,,
1,"8264-001",,,,,,,,,,,,,
1,"8267-001",,,,,,,,,,,,,
1,"8277-001",,,,,,,,,,,,,
1,"8278-001",,,,,,,,,,,,,
1,"8280-001",,,,,,,,,,,,,
1,"8281-001",,,,,,,,,,,,,
1,"8282-001",,,,,,,,,,,,,
1,"8283-001",,,,,,,,,,,,,
1,"8284-001",,,,,,,,,,,,,
1,"8285-001",,,,,,,,,,,,,
1,"8296-001",,,,,,,,,,,,,
1,"8297-001",,,,,,,,,,,,,
1,"8298-001",,,,,,,,,,,,,
1,"8299-001",,,,,,,,,,,,,
1,"8300-001",,,,,,,,,,,,,
1,"8301-001",,,,,,,,,,,,,
1,"8302-001",,,,,,,,,,,,,
1,"8303-001",,,,,,,,,,,,,
1,"8315-001",,,,,,,,,,,,,
1,"8316-001",,,,,,,,,,,,,
1,"8317-001",,,,,,,,,,,,,
1,"8318-001",,,,,,,,,,,,,
1,"8320-001",1,"**CONFIDENTIAL**",1,1,2,11000,2,4,2015,11000,1,,
1,"8321-001",,,,,,,,,,,,,
1,"8323-001",,,,,,,,,,,,,
1,"8325-001",,,,,,,,,,,,,
1,"8334-001",,,,,,,,,,,,,
1,"8335-001",,,,,,,,,,,,,
1,"8336-001",,,,,,,,,,,,,
1,"8337-001",,,,,,,,,,,,,
1,"8338-001",,,,,,,,,,,,,
1,"8339-001",,,,,,,,,,,,,
1,"8340-001",,,,,,,,,,,,,
1,"8341-001",,,,,,,,,,,,,
1,"8353-001",,,,,,,,,,,,,
1,"8354-001",,,,,,,,,,,,,
1,"8355-001",,,,,,,,,,,,,
1,"8356-001",,,,,,,,,,,,,
1,"8357-001",,,,,,,,,,,,,
1,"8358-001",,,,,,,,,,,,,
1,"8359-001",,,,,,,,,,,,,
1,"8360-001",,,,,,,,,,,,,
1,"8372-001",,,,,,,,,,,,,
1,"8373-001",,,,,,,,,,,,,
1,"8374-001",,,,,,,,,,,,,
1,"8375-001",,,,,,,,,,,,,
1,"8376-001",,,,,,,,,,,,,
1,"8377-001",,,,,,,,,,,,,
1,"8378-001",1,"**CONFIDENTIAL**",6,1,1,200000,2,7,2015,400000,3,,
1,"8379-001",,,,,,,,,,,,,
1,"8391-001",,,,,,,,,,,,,
1,"8392-001",,,,,,,,,,,,,
1,"8393-001",1,"**CONFIDENTIAL**",6,1,2,60000,1,,,120000,1,,
1,"8394-001",,,,,,,,,,,,,
1,"8395-001",,,,,,,,,,,,,
1,"8396-001",1,"**CONFIDENTIAL**",6,1,1,7000,2,6,2015,7000,6,,
1,"8397-001",,,,,,,,,,,,,
1,"8398-001",,,,,,,,,,,,,
1,"8410-001",,,,,,,,,,,,,
1,"8411-001",,,,,,,,,,,,,
1,"8412-001",,,,,,,,,,,,,
1,"8413-001",,,,,,,,,,,,,
1,"8414-001",1,"**CONFIDENTIAL**",6,1,1,30000,1,,,30000,2,,
1,"8415-001",,,,,,,,,,,,,
1,"8416-001",,,,,,,,,,,,,
1,"8417-001",1,"**CONFIDENTIAL**",6,1,1,100000,2,10,2015,200000,6,,
1,"8429-001",,,,,,,,,,,,,
1,"8430-001",,,,,,,,,,,,,
1,"8431-001",1,"**CONFIDENTIAL**",7,1,2,30000,1,,,30000,1,,
1,"8432-001",1,"**CONFIDENTIAL**",7,1,2,23000,2,6,2015,23000,7,,
2,"8432-001",2,"**CONFIDENTIAL**",6,1,1,10000,2,6,2015,10000,10,,
1,"8433-001",,,,,,,,,,,,,
1,"8434-001",,,,,,,,,,,,,
1,"8435-001",,,,,,,,,,,,,
1,"8436-001",,,,,,,,,,,,,
1,"8448-001",,,,,,,,,,,,,
1,"8449-001",,,,,,,,,,,,,
1,"8450-001",,,,,,,,,,,,,
1,"8451-001",,,,,,,,,,,,,
1,"8452-001",1,"**CONFIDENTIAL**",12,1,1,1400000,2,8,2015,1500000,7,,
1,"8453-001",,,,,,,,,,,,,
1,"8454-001",,,,,,,,,,,,,
1,"8455-001",,,,,,,,,,,,,
1,"8467-001",,,,,,,,,,,,,
1,"8468-001",,,,,,,,,,,,,
1,"8470-001",1,"**CONFIDENTIAL**",5,1,1,30000000,2,10,2019,54000000,9,3,
1,"8471-001",1,"**CONFIDENTIAL**",1,1,1,3000000,1,,,4800000,1,,
1,"8472-001",,,,,,,,,,,,,
1,"8474-001",1,"**CONFIDENTIAL**",1,1,1,8000000,2,10,2015,9200000,7,,
1,"8476-001",,,,,,,,,,,,,
1,"8477-001",,,,,,,,,,,,,
1,"8486-001",,,,,,,,,,,,,
1,"8487-001",,,,,,,,,,,,,
1,"8488-001",,,,,,,,,,,,,
1,"8489-001",1,"**CONFIDENTIAL**",6,1,2,200000,2,9,2015,200000,1,,
1,"8490-001",1,"**CONFIDENTIAL**",12,1,1,30000,1,,,65000,1,,
1,"8491-001",,,,,,,,,,,,,
1,"8492-001",,,,,,,,,,,,,
1,"8493-001",,,,,,,,,,,,,
1,"8505-001",,,,,,,,,,,,,
1,"8506-001",,,,,,,,,,,,,
1,"8507-001",,,,,,,,,,,,,
1,"8508-001",,,,,,,,,,,,,
1,"8509-001",,,,,,,,,,,,,
1,"8510-001",,,,,,,,,,,,,
1,"8511-001",,,,,,,,,,,,,
1,"8512-001",,,,,,,,,,,,,
1,"8524-001",,,,,,,,,,,,,
1,"8525-001",,,,,,,,,,,,,
1,"8526-001",1,"**CONFIDENTIAL**",6,1,1,100000,2,8,2015,100000,11,,
1,"8527-001",,,,,,,,,,,,,
1,"8528-001",,,,,,,,,,,,,
1,"8529-001",,,,,,,,,,,,,
1,"8530-001",,,,,,,,,,,,,
1,"8531-001",,,,,,,,,,,,,
1,"8543-001",,,,,,,,,,,,,
1,"8544-001",,,,,,,,,,,,,
1,"8545-001",,,,,,,,,,,,,
1,"8546-001",,,,,,,,,,,,,
1,"8547-001",1,"**CONFIDENTIAL**",6,1,1,200000,1,,,200000,5,,
1,"8548-001",,,,,,,,,,,,,
1,"8549-001",,,,,,,,,,,,,
1,"8550-001",,,,,,,,,,,,,
1,"8562-001",,,,,,,,,,,,,
1,"8563-001",,,,,,,,,,,,,
1,"8564-001",,,,,,,,,,,,,
1,"8565-001",1,"**CONFIDENTIAL**",13,2,2,25000,2,8,2015,25000,6,,
1,"8566-001",,,,,,,,,,,,,
1,"8567-001",,,,,,,,,,,,,
1,"8568-001",1,"**CONFIDENTIAL**",6,1,1,200000,2,8,2015,200000,1,,
2,"8568-001",2,"**CONFIDENTIAL**",13,1,2,70000,2,8,2015,70000,6,,
1,"8569-001",1,"**CONFIDENTIAL**",6,2,1,100000,1,,,100000,1,,
1,"8581-001",,,,,,,,,,,,,
1,"8582-001",1,"**CONFIDENTIAL**",13,3,1,3800000,2,,,3800000,11,,
1,"8583-001",1,"**CONFIDENTIAL**",12,1,1,25000,2,8,2015,27500,2,,
1,"8584-001",,,,,,,,,,,,,
1,"8585-001",,,,,,,,,,,,,
1,"8586-001",,,,,,,,,,,,,
1,"8587-001",,,,,,,,,,,,,
1,"8588-001",,,,,,,,,,,,,
1,"8600-001",,,,,,,,,,,,,
1,"8601-001",,,,,,,,,,,,,
1,"8602-001",,,,,,,,,,,,,
1,"8603-001",,,,,,,,,,,,,
1,"8604-001",,,,,,,,,,,,,
1,"8605-001",,,,,,,,,,,,,
1,"8606-001",,,,,,,,,,,,,
1,"8607-001",,,,,,,,,,,,,
1,"8619-001",,,,,,,,,,,,,
1,"8620-001",1,"**CONFIDENTIAL**",6,1,1,77000,1,,,77000,1,,
1,"8621-001",,,,,,,,,,,,,
1,"8622-001",,,,,,,,,,,,,
1,"8623-001",,,,,,,,,,,,,
1,"8624-001",1,"**CONFIDENTIAL**",7,1,1,200000,1,,,200000,3,,
1,"8625-001",,,,,,,,,,,,,
1,"8626-001",,,,,,,,,,,,,
1,"8638-001",,,,,,,,,,,,,
1,"8639-001",,,,,,,,,,,,,
1,"8640-001",,,,,,,,,,,,,
1,"8641-001",1,"**CONFIDENTIAL**",1,1,1,2300000,2,1,2018,2736000,3,,
1,"8642-001",,,,,,,,,,,,,
1,"8643-001",,,,,,,,,,,,,
1,"8644-001",,,,,,,,,,,,,
1,"8645-001",,,,,,,,,,,,,
1,"8657-001",,,,,,,,,,,,,
1,"8658-001",,,,,,,,,,,,,
1,"8659-001",,,,,,,,,,,,,
1,"8660-001",,,,,,,,,,,,,
1,"8661-001",1,"**CONFIDENTIAL**",2,1,1,150000,2,12,2015,177000,7,,
1,"8662-001",1,"**CONFIDENTIAL**",1,1,1,7000000,2,6,2016,10000000,3,1,9
1,"8663-001",,,,,,,,,,,,,
1,"8664-001",1,"**CONFIDENTIAL**",6,1,2,10000,2,10,2015,10000,6,,
1,"8676-001",,,,,,,,,,,,,
1,"8677-001",,,,,,,,,,,,,
1,"8678-001",1,"**CONFIDENTIAL**",6,1,1,11000,1,,,11000,1,,
1,"8679-001",1,"**CONFIDENTIAL**",12,1,1,20000,1,,,25000,1,,
1,"8680-001",,,,,,,,,,,,,
1,"8681-001",,,,,,,,,,,,,
1,"8682-001",,,,,,,,,,,,,
1,"8683-001",,,,,,,,,,,,,
1,"8695-001",,,,,,,,,,,,,
1,"8696-001",,,,,,,,,,,,,
1,"8697-001",,,,,,,,,,,,,
1,"8698-001",,,,,,,,,,,,,
1,"8699-001",,,,,,,,,,,,,
1,"8700-001",,,,,,,,,,,,,
1,"8701-001",,,,,,,,,,,,,
1,"8702-001",,,,,,,,,,,,,
1,"8714-001",1,"**CONFIDENTIAL**",8,1,1,25000,2,5,2015,25000,1,,
1,"8715-001",,,,,,,,,,,,,
1,"8716-001",1,"**CONFIDENTIAL**",1,1,1,320000,2,11,2015,460000,6,,
1,"8717-001",,,,,,,,,,,,,
1,"8718-001",,,,,,,,,,,,,
1,"8719-001",,,,,,,,,,,,,
1,"8720-001",,,,,,,,,,,,,
1,"8722-001",,,,,,,,,,,,,
1,"8733-001",,,,,,,,,,,,,
1,"8734-001",,,,,,,,,,,,,
1,"8735-001",,,,,,,,,,,,,
1,"8736-001",1,"**CONFIDENTIAL**",7,1,1,500000,2,7,2015,500000,9,,
1,"8737-001",1,"**CONFIDENTIAL**",8,2,1,300000,2,8,2015,345000,7,,
1,"8738-001",,,,,,,,,,,,,
1,"8739-001",,,,,,,,,,,,,
1,"8740-001",,,,,,,,,,,,,
1,"8753-001",,,,,,,,,,,,,
1,"8754-001",,,,,,,,,,,,,
1,"8755-001",,,,,,,,,,,,,
1,"8756-001",1,"**CONFIDENTIAL**",8,1,1,200000,1,,,300000,4,,
1,"8757-001",,,,,,,,,,,,,
1,"8758-001",,,,,,,,,,,,,
1,"8759-001",,,,,,,,,,,,,
1,"8762-001",,,,,,,,,,,,,
1,"8771-001",,,,,,,,,,,,,
1,"8772-001",,,,,,,,,,,,,
1,"8773-001",,,,,,,,,,,,,
1,"8774-001",,,,,,,,,,,,,
1,"8775-001",,,,,,,,,,,,,
1,"8776-001",,,,,,,,,,,,,
1,"8777-001",1,"**CONFIDENTIAL**",13,1,2,468000,2,6,2015,468000,6,,
1,"8778-001",,,,,,,,,,,,,
1,"8790-001",,,,,,,,,,,,,
1,"8791-001",1,"**CONFIDENTIAL**",8,1,2,72000,2,8,2015,126000,1,,
1,"8792-001",,,,,,,,,,,,,
1,"8793-001",1,"**CONFIDENTIAL**",8,1,2,126000,2,8,2015,252000,1,,
1,"8794-001",,,,,,,,,,,,,
1,"8795-001",,,,,,,,,,,,,
1,"8796-001",,,,,,,,,,,,,
1,"8797-001",,,,,,,,,,,,,
1,"8809-001",,,,,,,,,,,,,
1,"8810-001",,,,,,,,,,,,,
1,"8812-001",,,,,,,,,,,,,
1,"8813-001",,,,,,,,,,,,,
1,"8814-001",,,,,,,,,,,,,
1,"8815-001",1,"**CONFIDENTIAL**",7,1,2,520000,1,,,520000,6,,
1,"8816-001",1,"**CONFIDENTIAL**",13,1,2,426500,1,,,426500,6,,
1,"8818-001",1,"**CONFIDENTIAL**",7,1,2,690000,1,,,690000,6,,
1,"8828-001",,,,,,,,,,,,,
1,"8829-001",,,,,,,,,,,,,
1,"8830-001",,,,,,,,,,,,,
1,"8831-001",,,,,,,,,,,,,
1,"8832-001",,,,,,,,,,,,,
